sentence,first_noun,verb,second_noun,number
umzila uthenga ipayipi elinye,umzila,uthenga,ipayipi,1
umzila uthenga umfundisi onye,umzila,uthenga,umfundisi,1
umzila uthenga ibhodwe elinye,umzila,uthenga,ibhodwe,1
umzila uthenga iphalamende elinye,umzila,uthenga,iphalamende,1
umzila uthenga iholidi elinye,umzila,uthenga,iholidi,1
umzila uthenga indaba enye,umzila,uthenga,indaba,1
umzila uthenga ufishi onye,umzila,uthenga,ufishi,1
umzila uthenga ithoyizi elinye,umzila,uthenga,ithoyizi,1
umzila uthenga umfula onye,umzila,uthenga,umfula,1
umzila uthenga ukhilimu oyiqhwa onye,umzila,uthenga,ukhilimu oyiqhwa,1
umzila uthenga ibhokisi elinye,umzila,uthenga,ibhokisi,1
umzila uthenga isitambu esinye,umzila,uthenga,isitambu,1
umzila uthenga umsebenzi onye,umzila,uthenga,umsebenzi,1
umzila uthenga umgodi onye,umzila,uthenga,umgodi,1
umzila uthenga ihlo elinye,umzila,uthenga,ihlo,1
umzila uthenga insimu enye,umzila,uthenga,insimu,1
umzila uthenga isifunda esinye,umzila,uthenga,isifunda,1
umzila uthenga udonga onye,umzila,uthenga,udonga,1
umzila uthenga itiye elinye,umzila,uthenga,itiye,1
umzila uthenga ibhodlela elinye,umzila,uthenga,ibhodlela,1
umzila uthenga ukhiye onye,umzila,uthenga,ukhiye,1
umzila uthenga inkantini enye,umzila,uthenga,inkantini,1
umzila uthenga isisu esinye,umzila,uthenga,isisu,1
umzila uthenga uphaya onye,umzila,uthenga,uphaya,1
umzila uthenga intaba enye,umzila,uthenga,intaba,1
umzila uthenga umengammeli onye,umzila,uthenga,umengammeli,1
umzila uthenga umhlaba onye,umzila,uthenga,umhlaba,1
umzila uthenga ibhanoyi elinye,umzila,uthenga,ibhanoyi,1
umzila uthenga incwadi enye,umzila,uthenga,incwadi,1
umzila uthenga isitshalo esinye,umzila,uthenga,isitshalo,1
umzila uthenga unesi onye,umzila,uthenga,unesi,1
umzila uthenga isithwebuli esinye,umzila,uthenga,isithwebuli,1
umzila uthenga isilwane esifuyiweyo esinye,umzila,uthenga,isilwane esifuyiweyo,1
umzila uthenga igumbi elinye,umzila,uthenga,igumbi,1
umzila uthenga iwindi elinye,umzila,uthenga,iwindi,1
umzila uthenga ulwandle olunye,umzila,uthenga,ulwandle,1
umzila uthenga ummeli onye,umzila,uthenga,ummeli,1
umzila uthenga umphakathi onye,umzila,uthenga,umphakathi,1
umzila uthenga ikomidi elinye,umzila,uthenga,ikomidi,1
umzila uthenga indlwana enye,umzila,uthenga,indlwana,1
umzila uthenga iphilisi elinye,umzila,uthenga,iphilisi,1
umzila uthenga uhlaza olunye,umzila,uthenga,uhlaza,1
umzila uthenga imoto enye,umzila,uthenga,imoto,1
isicathulo sithenga imali enye,isicathulo,sithenga,imali,1
isicathulo sithenga ijikijolo elinye,isicathulo,sithenga,ijikijolo,1
isicathulo sithenga inyoni enye,isicathulo,sithenga,inyoni,1
isicathulo sithenga ibhishi elinye,isicathulo,sithenga,ibhishi,1
isicathulo sithenga izwe elinye,isicathulo,sithenga,izwe,1
isicathulo sithenga isakhiwo esinye,isicathulo,sithenga,isakhiwo,1
isicathulo sithenga umnini onye,isicathulo,sithenga,umnini,1
isicathulo sithenga unyawo olunye,isicathulo,sithenga,unyawo,1
isicathulo sithenga izambane elinye,isicathulo,sithenga,izambane,1
isicathulo sithenga iNkosi enye,isicathulo,sithenga,iNkosi,1
isicathulo sithenga ibhola elinye,isicathulo,sithenga,ibhola,1
isicathulo sithenga umzila onye,isicathulo,sithenga,umzila,1
isicathulo sithenga isicathulo esinye,isicathulo,sithenga,isicathulo,1
isicathulo sithenga ihholitshi elinye,isicathulo,sithenga,ihholitshi,1
isicathulo sithenga isihlahla esinye,isicathulo,sithenga,isihlahla,1
isicathulo sithenga ihhotela elinye,isicathulo,sithenga,ihhotela,1
isicathulo sithenga ihebhivo elinye,isicathulo,sithenga,ihebhivo,1
isicathulo sithenga umuthi onye,isicathulo,sithenga,umuthi,1
isicathulo sithenga igilebhisi elinye,isicathulo,sithenga,igilebhisi,1
isicathulo sithenga isikukhukhula esinye,isicathulo,sithenga,isikukhukhula,1
isicathulo sithenga inyuvesi enye,isicathulo,sithenga,inyuvesi,1
isicathulo sithenga inja enye,isicathulo,sithenga,inja,1
isicathulo sithenga iphoyisa elinye,isicathulo,sithenga,iphoyisa,1
isicathulo sithenga umkhandlu onye,isicathulo,sithenga,umkhandlu,1
isicathulo sithenga iwayini elinye,isicathulo,sithenga,iwayini,1
isicathulo sithenga uphawu olunye,isicathulo,sithenga,uphawu,1
isicathulo sithenga indawo yokubhukuda enye,isicathulo,sithenga,indawo yokubhukuda,1
isicathulo sithenga ikhompyutha elinye,isicathulo,sithenga,ikhompyutha,1
isicathulo sithenga isikhulumi esinye,isicathulo,sithenga,isikhulumi,1
isicathulo sithenga inyama enye,isicathulo,sithenga,inyama,1
isicathulo sithenga udokotela onye,isicathulo,sithenga,udokotela,1
isicathulo sithenga indlovu enye,isicathulo,sithenga,indlovu,1
isicathulo sithenga inkampani enye,isicathulo,sithenga,inkampani,1
isicathulo sithenga inkukhu enye,isicathulo,sithenga,inkukhu,1
isicathulo sithenga umlamuleli onye,isicathulo,sithenga,umlamuleli,1
isicathulo sithenga isidlo esinye,isicathulo,sithenga,isidlo,1
isicathulo sithenga umfundi we-undergraduate onye,isicathulo,sithenga,umfundi we-undergraduate,1
isicathulo sithenga ipayipi elinye,isicathulo,sithenga,ipayipi,1
isicathulo sithenga umfundisi onye,isicathulo,sithenga,umfundisi,1
isicathulo sithenga ibhodwe elinye,isicathulo,sithenga,ibhodwe,1
isicathulo sithenga iphalamende elinye,isicathulo,sithenga,iphalamende,1
isicathulo sithenga iholidi elinye,isicathulo,sithenga,iholidi,1
isicathulo sithenga indaba enye,isicathulo,sithenga,indaba,1
isicathulo sithenga ufishi onye,isicathulo,sithenga,ufishi,1
isicathulo sithenga ithoyizi elinye,isicathulo,sithenga,ithoyizi,1
isicathulo sithenga umfula onye,isicathulo,sithenga,umfula,1
isicathulo sithenga ukhilimu oyiqhwa onye,isicathulo,sithenga,ukhilimu oyiqhwa,1
isicathulo sithenga ibhokisi elinye,isicathulo,sithenga,ibhokisi,1
isicathulo sithenga isitambu esinye,isicathulo,sithenga,isitambu,1
isicathulo sithenga umsebenzi onye,isicathulo,sithenga,umsebenzi,1
isicathulo sithenga umgodi onye,isicathulo,sithenga,umgodi,1
isicathulo sithenga ihlo elinye,isicathulo,sithenga,ihlo,1
isicathulo sithenga insimu enye,isicathulo,sithenga,insimu,1
isicathulo sithenga isifunda esinye,isicathulo,sithenga,isifunda,1
isicathulo sithenga udonga onye,isicathulo,sithenga,udonga,1
isicathulo sithenga itiye elinye,isicathulo,sithenga,itiye,1
isicathulo sithenga ibhodlela elinye,isicathulo,sithenga,ibhodlela,1
isicathulo sithenga ukhiye onye,isicathulo,sithenga,ukhiye,1
isicathulo sithenga inkantini enye,isicathulo,sithenga,inkantini,1
isicathulo sithenga isisu esinye,isicathulo,sithenga,isisu,1
isicathulo sithenga uphaya onye,isicathulo,sithenga,uphaya,1
isicathulo sithenga intaba enye,isicathulo,sithenga,intaba,1
isicathulo sithenga umengammeli onye,isicathulo,sithenga,umengammeli,1
isicathulo sithenga umhlaba onye,isicathulo,sithenga,umhlaba,1
isicathulo sithenga ibhanoyi elinye,isicathulo,sithenga,ibhanoyi,1
isicathulo sithenga incwadi enye,isicathulo,sithenga,incwadi,1
isicathulo sithenga isitshalo esinye,isicathulo,sithenga,isitshalo,1
isicathulo sithenga unesi onye,isicathulo,sithenga,unesi,1
isicathulo sithenga isithwebuli esinye,isicathulo,sithenga,isithwebuli,1
isicathulo sithenga isilwane esifuyiweyo esinye,isicathulo,sithenga,isilwane esifuyiweyo,1
isicathulo sithenga igumbi elinye,isicathulo,sithenga,igumbi,1
isicathulo sithenga iwindi elinye,isicathulo,sithenga,iwindi,1
isicathulo sithenga ulwandle olunye,isicathulo,sithenga,ulwandle,1
isicathulo sithenga ummeli onye,isicathulo,sithenga,ummeli,1
isicathulo sithenga umphakathi onye,isicathulo,sithenga,umphakathi,1
isicathulo sithenga ikomidi elinye,isicathulo,sithenga,ikomidi,1
isicathulo sithenga indlwana enye,isicathulo,sithenga,indlwana,1
isicathulo sithenga iphilisi elinye,isicathulo,sithenga,iphilisi,1
isicathulo sithenga uhlaza olunye,isicathulo,sithenga,uhlaza,1
isicathulo sithenga imoto enye,isicathulo,sithenga,imoto,1
ihholitshi lithenga imali enye,ihholitshi,lithenga,imali,1
ihholitshi lithenga ijikijolo elinye,ihholitshi,lithenga,ijikijolo,1
ihholitshi lithenga inyoni enye,ihholitshi,lithenga,inyoni,1
ihholitshi lithenga ibhishi elinye,ihholitshi,lithenga,ibhishi,1
ihholitshi lithenga izwe elinye,ihholitshi,lithenga,izwe,1
ihholitshi lithenga isakhiwo esinye,ihholitshi,lithenga,isakhiwo,1
ihholitshi lithenga umnini onye,ihholitshi,lithenga,umnini,1
ihholitshi lithenga unyawo olunye,ihholitshi,lithenga,unyawo,1
ihholitshi lithenga izambane elinye,ihholitshi,lithenga,izambane,1
ihholitshi lithenga iNkosi enye,ihholitshi,lithenga,iNkosi,1
ihholitshi lithenga ibhola elinye,ihholitshi,lithenga,ibhola,1
ihholitshi lithenga umzila onye,ihholitshi,lithenga,umzila,1
ihholitshi lithenga isicathulo esinye,ihholitshi,lithenga,isicathulo,1
ihholitshi lithenga ihholitshi elinye,ihholitshi,lithenga,ihholitshi,1
ihholitshi lithenga isihlahla esinye,ihholitshi,lithenga,isihlahla,1
ihholitshi lithenga ihhotela elinye,ihholitshi,lithenga,ihhotela,1
ihholitshi lithenga ihebhivo elinye,ihholitshi,lithenga,ihebhivo,1
ihholitshi lithenga umuthi onye,ihholitshi,lithenga,umuthi,1
ihholitshi lithenga igilebhisi elinye,ihholitshi,lithenga,igilebhisi,1
ihholitshi lithenga isikukhukhula esinye,ihholitshi,lithenga,isikukhukhula,1
ihholitshi lithenga inyuvesi enye,ihholitshi,lithenga,inyuvesi,1
ihholitshi lithenga inja enye,ihholitshi,lithenga,inja,1
ihholitshi lithenga iphoyisa elinye,ihholitshi,lithenga,iphoyisa,1
ihholitshi lithenga umkhandlu onye,ihholitshi,lithenga,umkhandlu,1
ihholitshi lithenga iwayini elinye,ihholitshi,lithenga,iwayini,1
ihholitshi lithenga uphawu olunye,ihholitshi,lithenga,uphawu,1
ihholitshi lithenga indawo yokubhukuda enye,ihholitshi,lithenga,indawo yokubhukuda,1
ihholitshi lithenga ikhompyutha elinye,ihholitshi,lithenga,ikhompyutha,1
ihholitshi lithenga isikhulumi esinye,ihholitshi,lithenga,isikhulumi,1
ihholitshi lithenga inyama enye,ihholitshi,lithenga,inyama,1
ihholitshi lithenga udokotela onye,ihholitshi,lithenga,udokotela,1
ihholitshi lithenga indlovu enye,ihholitshi,lithenga,indlovu,1
ihholitshi lithenga inkampani enye,ihholitshi,lithenga,inkampani,1
ihholitshi lithenga inkukhu enye,ihholitshi,lithenga,inkukhu,1
ihholitshi lithenga umlamuleli onye,ihholitshi,lithenga,umlamuleli,1
ihholitshi lithenga isidlo esinye,ihholitshi,lithenga,isidlo,1
ihholitshi lithenga umfundi we-undergraduate onye,ihholitshi,lithenga,umfundi we-undergraduate,1
ihholitshi lithenga ipayipi elinye,ihholitshi,lithenga,ipayipi,1
ihholitshi lithenga umfundisi onye,ihholitshi,lithenga,umfundisi,1
ihholitshi lithenga ibhodwe elinye,ihholitshi,lithenga,ibhodwe,1
ihholitshi lithenga iphalamende elinye,ihholitshi,lithenga,iphalamende,1
ihholitshi lithenga iholidi elinye,ihholitshi,lithenga,iholidi,1
ihholitshi lithenga indaba enye,ihholitshi,lithenga,indaba,1
ihholitshi lithenga ufishi onye,ihholitshi,lithenga,ufishi,1
ihholitshi lithenga ithoyizi elinye,ihholitshi,lithenga,ithoyizi,1
ihholitshi lithenga umfula onye,ihholitshi,lithenga,umfula,1
ihholitshi lithenga ukhilimu oyiqhwa onye,ihholitshi,lithenga,ukhilimu oyiqhwa,1
ihholitshi lithenga ibhokisi elinye,ihholitshi,lithenga,ibhokisi,1
ihholitshi lithenga isitambu esinye,ihholitshi,lithenga,isitambu,1
ihholitshi lithenga umsebenzi onye,ihholitshi,lithenga,umsebenzi,1
ihholitshi lithenga umgodi onye,ihholitshi,lithenga,umgodi,1
ihholitshi lithenga ihlo elinye,ihholitshi,lithenga,ihlo,1
ihholitshi lithenga insimu enye,ihholitshi,lithenga,insimu,1
ihholitshi lithenga isifunda esinye,ihholitshi,lithenga,isifunda,1
ihholitshi lithenga udonga onye,ihholitshi,lithenga,udonga,1
ihholitshi lithenga itiye elinye,ihholitshi,lithenga,itiye,1
ihholitshi lithenga ibhodlela elinye,ihholitshi,lithenga,ibhodlela,1
ihholitshi lithenga ukhiye onye,ihholitshi,lithenga,ukhiye,1
ihholitshi lithenga inkantini enye,ihholitshi,lithenga,inkantini,1
ihholitshi lithenga isisu esinye,ihholitshi,lithenga,isisu,1
ihholitshi lithenga uphaya onye,ihholitshi,lithenga,uphaya,1
ihholitshi lithenga intaba enye,ihholitshi,lithenga,intaba,1
ihholitshi lithenga umengammeli onye,ihholitshi,lithenga,umengammeli,1
ihholitshi lithenga umhlaba onye,ihholitshi,lithenga,umhlaba,1
ihholitshi lithenga ibhanoyi elinye,ihholitshi,lithenga,ibhanoyi,1
ihholitshi lithenga incwadi enye,ihholitshi,lithenga,incwadi,1
ihholitshi lithenga isitshalo esinye,ihholitshi,lithenga,isitshalo,1
ihholitshi lithenga unesi onye,ihholitshi,lithenga,unesi,1
ihholitshi lithenga isithwebuli esinye,ihholitshi,lithenga,isithwebuli,1
ihholitshi lithenga isilwane esifuyiweyo esinye,ihholitshi,lithenga,isilwane esifuyiweyo,1
ihholitshi lithenga igumbi elinye,ihholitshi,lithenga,igumbi,1
ihholitshi lithenga iwindi elinye,ihholitshi,lithenga,iwindi,1
ihholitshi lithenga ulwandle olunye,ihholitshi,lithenga,ulwandle,1
ihholitshi lithenga ummeli onye,ihholitshi,lithenga,ummeli,1
ihholitshi lithenga umphakathi onye,ihholitshi,lithenga,umphakathi,1
ihholitshi lithenga ikomidi elinye,ihholitshi,lithenga,ikomidi,1
ihholitshi lithenga indlwana enye,ihholitshi,lithenga,indlwana,1
ihholitshi lithenga iphilisi elinye,ihholitshi,lithenga,iphilisi,1
ihholitshi lithenga uhlaza olunye,ihholitshi,lithenga,uhlaza,1
ihholitshi lithenga imoto enye,ihholitshi,lithenga,imoto,1
isihlahla sithenga imali enye,isihlahla,sithenga,imali,1
isihlahla sithenga ijikijolo elinye,isihlahla,sithenga,ijikijolo,1
isihlahla sithenga inyoni enye,isihlahla,sithenga,inyoni,1
isihlahla sithenga ibhishi elinye,isihlahla,sithenga,ibhishi,1
isihlahla sithenga izwe elinye,isihlahla,sithenga,izwe,1
isihlahla sithenga isakhiwo esinye,isihlahla,sithenga,isakhiwo,1
isihlahla sithenga umnini onye,isihlahla,sithenga,umnini,1
isihlahla sithenga unyawo olunye,isihlahla,sithenga,unyawo,1
isihlahla sithenga izambane elinye,isihlahla,sithenga,izambane,1
isihlahla sithenga iNkosi enye,isihlahla,sithenga,iNkosi,1
isihlahla sithenga ibhola elinye,isihlahla,sithenga,ibhola,1
isihlahla sithenga umzila onye,isihlahla,sithenga,umzila,1
isihlahla sithenga isicathulo esinye,isihlahla,sithenga,isicathulo,1
isihlahla sithenga ihholitshi elinye,isihlahla,sithenga,ihholitshi,1
isihlahla sithenga isihlahla esinye,isihlahla,sithenga,isihlahla,1
isihlahla sithenga ihhotela elinye,isihlahla,sithenga,ihhotela,1
isihlahla sithenga ihebhivo elinye,isihlahla,sithenga,ihebhivo,1
isihlahla sithenga umuthi onye,isihlahla,sithenga,umuthi,1
isihlahla sithenga igilebhisi elinye,isihlahla,sithenga,igilebhisi,1
isihlahla sithenga isikukhukhula esinye,isihlahla,sithenga,isikukhukhula,1
isihlahla sithenga inyuvesi enye,isihlahla,sithenga,inyuvesi,1
isihlahla sithenga inja enye,isihlahla,sithenga,inja,1
isihlahla sithenga iphoyisa elinye,isihlahla,sithenga,iphoyisa,1
isihlahla sithenga umkhandlu onye,isihlahla,sithenga,umkhandlu,1
isihlahla sithenga iwayini elinye,isihlahla,sithenga,iwayini,1
isihlahla sithenga uphawu olunye,isihlahla,sithenga,uphawu,1
isihlahla sithenga indawo yokubhukuda enye,isihlahla,sithenga,indawo yokubhukuda,1
isihlahla sithenga ikhompyutha elinye,isihlahla,sithenga,ikhompyutha,1
isihlahla sithenga isikhulumi esinye,isihlahla,sithenga,isikhulumi,1
isihlahla sithenga inyama enye,isihlahla,sithenga,inyama,1
isihlahla sithenga udokotela onye,isihlahla,sithenga,udokotela,1
isihlahla sithenga indlovu enye,isihlahla,sithenga,indlovu,1
isihlahla sithenga inkampani enye,isihlahla,sithenga,inkampani,1
isihlahla sithenga inkukhu enye,isihlahla,sithenga,inkukhu,1
isihlahla sithenga umlamuleli onye,isihlahla,sithenga,umlamuleli,1
isihlahla sithenga isidlo esinye,isihlahla,sithenga,isidlo,1
isihlahla sithenga umfundi we-undergraduate onye,isihlahla,sithenga,umfundi we-undergraduate,1
isihlahla sithenga ipayipi elinye,isihlahla,sithenga,ipayipi,1
isihlahla sithenga umfundisi onye,isihlahla,sithenga,umfundisi,1
isihlahla sithenga ibhodwe elinye,isihlahla,sithenga,ibhodwe,1
isihlahla sithenga iphalamende elinye,isihlahla,sithenga,iphalamende,1
isihlahla sithenga iholidi elinye,isihlahla,sithenga,iholidi,1
isihlahla sithenga indaba enye,isihlahla,sithenga,indaba,1
isihlahla sithenga ufishi onye,isihlahla,sithenga,ufishi,1
isihlahla sithenga ithoyizi elinye,isihlahla,sithenga,ithoyizi,1
isihlahla sithenga umfula onye,isihlahla,sithenga,umfula,1
isihlahla sithenga ukhilimu oyiqhwa onye,isihlahla,sithenga,ukhilimu oyiqhwa,1
isihlahla sithenga ibhokisi elinye,isihlahla,sithenga,ibhokisi,1
isihlahla sithenga isitambu esinye,isihlahla,sithenga,isitambu,1
isihlahla sithenga umsebenzi onye,isihlahla,sithenga,umsebenzi,1
isihlahla sithenga umgodi onye,isihlahla,sithenga,umgodi,1
isihlahla sithenga ihlo elinye,isihlahla,sithenga,ihlo,1
isihlahla sithenga insimu enye,isihlahla,sithenga,insimu,1
isihlahla sithenga isifunda esinye,isihlahla,sithenga,isifunda,1
isihlahla sithenga udonga onye,isihlahla,sithenga,udonga,1
isihlahla sithenga itiye elinye,isihlahla,sithenga,itiye,1
isihlahla sithenga ibhodlela elinye,isihlahla,sithenga,ibhodlela,1
isihlahla sithenga ukhiye onye,isihlahla,sithenga,ukhiye,1
isihlahla sithenga inkantini enye,isihlahla,sithenga,inkantini,1
isihlahla sithenga isisu esinye,isihlahla,sithenga,isisu,1
isihlahla sithenga uphaya onye,isihlahla,sithenga,uphaya,1
isihlahla sithenga intaba enye,isihlahla,sithenga,intaba,1
isihlahla sithenga umengammeli onye,isihlahla,sithenga,umengammeli,1
isihlahla sithenga umhlaba onye,isihlahla,sithenga,umhlaba,1
isihlahla sithenga ibhanoyi elinye,isihlahla,sithenga,ibhanoyi,1
isihlahla sithenga incwadi enye,isihlahla,sithenga,incwadi,1
isihlahla sithenga isitshalo esinye,isihlahla,sithenga,isitshalo,1
isihlahla sithenga unesi onye,isihlahla,sithenga,unesi,1
isihlahla sithenga isithwebuli esinye,isihlahla,sithenga,isithwebuli,1
isihlahla sithenga isilwane esifuyiweyo esinye,isihlahla,sithenga,isilwane esifuyiweyo,1
isihlahla sithenga igumbi elinye,isihlahla,sithenga,igumbi,1
isihlahla sithenga iwindi elinye,isihlahla,sithenga,iwindi,1
isihlahla sithenga ulwandle olunye,isihlahla,sithenga,ulwandle,1
isihlahla sithenga ummeli onye,isihlahla,sithenga,ummeli,1
isihlahla sithenga umphakathi onye,isihlahla,sithenga,umphakathi,1
isihlahla sithenga ikomidi elinye,isihlahla,sithenga,ikomidi,1
isihlahla sithenga indlwana enye,isihlahla,sithenga,indlwana,1
isihlahla sithenga iphilisi elinye,isihlahla,sithenga,iphilisi,1
isihlahla sithenga uhlaza olunye,isihlahla,sithenga,uhlaza,1
isihlahla sithenga imoto enye,isihlahla,sithenga,imoto,1
ihhotela lithenga imali enye,ihhotela,lithenga,imali,1
ihhotela lithenga ijikijolo elinye,ihhotela,lithenga,ijikijolo,1
ihhotela lithenga inyoni enye,ihhotela,lithenga,inyoni,1
ihhotela lithenga ibhishi elinye,ihhotela,lithenga,ibhishi,1
ihhotela lithenga izwe elinye,ihhotela,lithenga,izwe,1
ihhotela lithenga isakhiwo esinye,ihhotela,lithenga,isakhiwo,1
ihhotela lithenga umnini onye,ihhotela,lithenga,umnini,1
ihhotela lithenga unyawo olunye,ihhotela,lithenga,unyawo,1
ihhotela lithenga izambane elinye,ihhotela,lithenga,izambane,1
ihhotela lithenga iNkosi enye,ihhotela,lithenga,iNkosi,1
ihhotela lithenga ibhola elinye,ihhotela,lithenga,ibhola,1
ihhotela lithenga umzila onye,ihhotela,lithenga,umzila,1
ihhotela lithenga isicathulo esinye,ihhotela,lithenga,isicathulo,1
ihhotela lithenga ihholitshi elinye,ihhotela,lithenga,ihholitshi,1
ihhotela lithenga isihlahla esinye,ihhotela,lithenga,isihlahla,1
ihhotela lithenga ihhotela elinye,ihhotela,lithenga,ihhotela,1
ihhotela lithenga ihebhivo elinye,ihhotela,lithenga,ihebhivo,1
ihhotela lithenga umuthi onye,ihhotela,lithenga,umuthi,1
ihhotela lithenga igilebhisi elinye,ihhotela,lithenga,igilebhisi,1
ihhotela lithenga isikukhukhula esinye,ihhotela,lithenga,isikukhukhula,1
ihhotela lithenga inyuvesi enye,ihhotela,lithenga,inyuvesi,1
ihhotela lithenga inja enye,ihhotela,lithenga,inja,1
ihhotela lithenga iphoyisa elinye,ihhotela,lithenga,iphoyisa,1
ihhotela lithenga umkhandlu onye,ihhotela,lithenga,umkhandlu,1
ihhotela lithenga iwayini elinye,ihhotela,lithenga,iwayini,1
ihhotela lithenga uphawu olunye,ihhotela,lithenga,uphawu,1
ihhotela lithenga indawo yokubhukuda enye,ihhotela,lithenga,indawo yokubhukuda,1
ihhotela lithenga ikhompyutha elinye,ihhotela,lithenga,ikhompyutha,1
ihhotela lithenga isikhulumi esinye,ihhotela,lithenga,isikhulumi,1
ihhotela lithenga inyama enye,ihhotela,lithenga,inyama,1
ihhotela lithenga udokotela onye,ihhotela,lithenga,udokotela,1
ihhotela lithenga indlovu enye,ihhotela,lithenga,indlovu,1
ihhotela lithenga inkampani enye,ihhotela,lithenga,inkampani,1
ihhotela lithenga inkukhu enye,ihhotela,lithenga,inkukhu,1
ihhotela lithenga umlamuleli onye,ihhotela,lithenga,umlamuleli,1
ihhotela lithenga isidlo esinye,ihhotela,lithenga,isidlo,1
ihhotela lithenga umfundi we-undergraduate onye,ihhotela,lithenga,umfundi we-undergraduate,1
ihhotela lithenga ipayipi elinye,ihhotela,lithenga,ipayipi,1
ihhotela lithenga umfundisi onye,ihhotela,lithenga,umfundisi,1
ihhotela lithenga ibhodwe elinye,ihhotela,lithenga,ibhodwe,1
ihhotela lithenga iphalamende elinye,ihhotela,lithenga,iphalamende,1
ihhotela lithenga iholidi elinye,ihhotela,lithenga,iholidi,1
ihhotela lithenga indaba enye,ihhotela,lithenga,indaba,1
ihhotela lithenga ufishi onye,ihhotela,lithenga,ufishi,1
ihhotela lithenga ithoyizi elinye,ihhotela,lithenga,ithoyizi,1
ihhotela lithenga umfula onye,ihhotela,lithenga,umfula,1
ihhotela lithenga ukhilimu oyiqhwa onye,ihhotela,lithenga,ukhilimu oyiqhwa,1
ihhotela lithenga ibhokisi elinye,ihhotela,lithenga,ibhokisi,1
ihhotela lithenga isitambu esinye,ihhotela,lithenga,isitambu,1
ihhotela lithenga umsebenzi onye,ihhotela,lithenga,umsebenzi,1
ihhotela lithenga umgodi onye,ihhotela,lithenga,umgodi,1
ihhotela lithenga ihlo elinye,ihhotela,lithenga,ihlo,1
ihhotela lithenga insimu enye,ihhotela,lithenga,insimu,1
ihhotela lithenga isifunda esinye,ihhotela,lithenga,isifunda,1
ihhotela lithenga udonga onye,ihhotela,lithenga,udonga,1
ihhotela lithenga itiye elinye,ihhotela,lithenga,itiye,1
ihhotela lithenga ibhodlela elinye,ihhotela,lithenga,ibhodlela,1
ihhotela lithenga ukhiye onye,ihhotela,lithenga,ukhiye,1
ihhotela lithenga inkantini enye,ihhotela,lithenga,inkantini,1
ihhotela lithenga isisu esinye,ihhotela,lithenga,isisu,1
ihhotela lithenga uphaya onye,ihhotela,lithenga,uphaya,1
ihhotela lithenga intaba enye,ihhotela,lithenga,intaba,1
ihhotela lithenga umengammeli onye,ihhotela,lithenga,umengammeli,1
ihhotela lithenga umhlaba onye,ihhotela,lithenga,umhlaba,1
ihhotela lithenga ibhanoyi elinye,ihhotela,lithenga,ibhanoyi,1
ihhotela lithenga incwadi enye,ihhotela,lithenga,incwadi,1
ihhotela lithenga isitshalo esinye,ihhotela,lithenga,isitshalo,1
ihhotela lithenga unesi onye,ihhotela,lithenga,unesi,1
ihhotela lithenga isithwebuli esinye,ihhotela,lithenga,isithwebuli,1
ihhotela lithenga isilwane esifuyiweyo esinye,ihhotela,lithenga,isilwane esifuyiweyo,1
ihhotela lithenga igumbi elinye,ihhotela,lithenga,igumbi,1
ihhotela lithenga iwindi elinye,ihhotela,lithenga,iwindi,1
ihhotela lithenga ulwandle olunye,ihhotela,lithenga,ulwandle,1
ihhotela lithenga ummeli onye,ihhotela,lithenga,ummeli,1
ihhotela lithenga umphakathi onye,ihhotela,lithenga,umphakathi,1
ihhotela lithenga ikomidi elinye,ihhotela,lithenga,ikomidi,1
ihhotela lithenga indlwana enye,ihhotela,lithenga,indlwana,1
ihhotela lithenga iphilisi elinye,ihhotela,lithenga,iphilisi,1
ihhotela lithenga uhlaza olunye,ihhotela,lithenga,uhlaza,1
ihhotela lithenga imoto enye,ihhotela,lithenga,imoto,1
ihebhivo lithenga imali enye,ihebhivo,lithenga,imali,1
ihebhivo lithenga ijikijolo elinye,ihebhivo,lithenga,ijikijolo,1
ihebhivo lithenga inyoni enye,ihebhivo,lithenga,inyoni,1
ihebhivo lithenga ibhishi elinye,ihebhivo,lithenga,ibhishi,1
ihebhivo lithenga izwe elinye,ihebhivo,lithenga,izwe,1
ihebhivo lithenga isakhiwo esinye,ihebhivo,lithenga,isakhiwo,1
ihebhivo lithenga umnini onye,ihebhivo,lithenga,umnini,1
ihebhivo lithenga unyawo olunye,ihebhivo,lithenga,unyawo,1
ihebhivo lithenga izambane elinye,ihebhivo,lithenga,izambane,1
ihebhivo lithenga iNkosi enye,ihebhivo,lithenga,iNkosi,1
ihebhivo lithenga ibhola elinye,ihebhivo,lithenga,ibhola,1
ihebhivo lithenga umzila onye,ihebhivo,lithenga,umzila,1
ihebhivo lithenga isicathulo esinye,ihebhivo,lithenga,isicathulo,1
ihebhivo lithenga ihholitshi elinye,ihebhivo,lithenga,ihholitshi,1
ihebhivo lithenga isihlahla esinye,ihebhivo,lithenga,isihlahla,1
ihebhivo lithenga ihhotela elinye,ihebhivo,lithenga,ihhotela,1
ihebhivo lithenga ihebhivo elinye,ihebhivo,lithenga,ihebhivo,1
ihebhivo lithenga umuthi onye,ihebhivo,lithenga,umuthi,1
ihebhivo lithenga igilebhisi elinye,ihebhivo,lithenga,igilebhisi,1
ihebhivo lithenga isikukhukhula esinye,ihebhivo,lithenga,isikukhukhula,1
ihebhivo lithenga inyuvesi enye,ihebhivo,lithenga,inyuvesi,1
