sentence,first_noun,verb,second_noun,number
amaholidi afunda iwindi elinye,amaholidi,afunda,iwindi,1
amaholidi afunda ulwandle olunye,amaholidi,afunda,ulwandle,1
amaholidi afunda ummeli onye,amaholidi,afunda,ummeli,1
amaholidi afunda umphakathi onye,amaholidi,afunda,umphakathi,1
amaholidi afunda ikomidi elinye,amaholidi,afunda,ikomidi,1
amaholidi afunda indlwana enye,amaholidi,afunda,indlwana,1
amaholidi afunda iphilisi elinye,amaholidi,afunda,iphilisi,1
amaholidi afunda uhlaza olunye,amaholidi,afunda,uhlaza,1
amaholidi afunda imoto enye,amaholidi,afunda,imoto,1
izindaba zifunda imali enye,izindaba,zifunda,imali,1
izindaba zifunda ijikijolo elinye,izindaba,zifunda,ijikijolo,1
izindaba zifunda inyoni enye,izindaba,zifunda,inyoni,1
izindaba zifunda ibhishi elinye,izindaba,zifunda,ibhishi,1
izindaba zifunda izwe elinye,izindaba,zifunda,izwe,1
izindaba zifunda isakhiwo esinye,izindaba,zifunda,isakhiwo,1
izindaba zifunda umnini onye,izindaba,zifunda,umnini,1
izindaba zifunda unyawo olunye,izindaba,zifunda,unyawo,1
izindaba zifunda izambane elinye,izindaba,zifunda,izambane,1
izindaba zifunda iNkosi enye,izindaba,zifunda,iNkosi,1
izindaba zifunda ibhola elinye,izindaba,zifunda,ibhola,1
izindaba zifunda umzila onye,izindaba,zifunda,umzila,1
izindaba zifunda isicathulo esinye,izindaba,zifunda,isicathulo,1
izindaba zifunda ihholitshi elinye,izindaba,zifunda,ihholitshi,1
izindaba zifunda isihlahla esinye,izindaba,zifunda,isihlahla,1
izindaba zifunda ihhotela elinye,izindaba,zifunda,ihhotela,1
izindaba zifunda ihebhivo elinye,izindaba,zifunda,ihebhivo,1
izindaba zifunda umuthi onye,izindaba,zifunda,umuthi,1
izindaba zifunda igilebhisi elinye,izindaba,zifunda,igilebhisi,1
izindaba zifunda isikukhukhula esinye,izindaba,zifunda,isikukhukhula,1
izindaba zifunda inyuvesi enye,izindaba,zifunda,inyuvesi,1
izindaba zifunda inja enye,izindaba,zifunda,inja,1
izindaba zifunda iphoyisa elinye,izindaba,zifunda,iphoyisa,1
izindaba zifunda umkhandlu onye,izindaba,zifunda,umkhandlu,1
izindaba zifunda iwayini elinye,izindaba,zifunda,iwayini,1
izindaba zifunda uphawu olunye,izindaba,zifunda,uphawu,1
izindaba zifunda indawo yokubhukuda enye,izindaba,zifunda,indawo yokubhukuda,1
izindaba zifunda ikhompyutha elinye,izindaba,zifunda,ikhompyutha,1
izindaba zifunda isikhulumi esinye,izindaba,zifunda,isikhulumi,1
izindaba zifunda inyama enye,izindaba,zifunda,inyama,1
izindaba zifunda udokotela onye,izindaba,zifunda,udokotela,1
izindaba zifunda indlovu enye,izindaba,zifunda,indlovu,1
izindaba zifunda inkampani enye,izindaba,zifunda,inkampani,1
izindaba zifunda inkukhu enye,izindaba,zifunda,inkukhu,1
izindaba zifunda umlamuleli onye,izindaba,zifunda,umlamuleli,1
izindaba zifunda isidlo esinye,izindaba,zifunda,isidlo,1
izindaba zifunda umfundi we-undergraduate onye,izindaba,zifunda,umfundi we-undergraduate,1
izindaba zifunda ipayipi elinye,izindaba,zifunda,ipayipi,1
izindaba zifunda umfundisi onye,izindaba,zifunda,umfundisi,1
izindaba zifunda ibhodwe elinye,izindaba,zifunda,ibhodwe,1
izindaba zifunda iphalamende elinye,izindaba,zifunda,iphalamende,1
izindaba zifunda iholidi elinye,izindaba,zifunda,iholidi,1
izindaba zifunda indaba enye,izindaba,zifunda,indaba,1
izindaba zifunda ufishi onye,izindaba,zifunda,ufishi,1
izindaba zifunda ithoyizi elinye,izindaba,zifunda,ithoyizi,1
izindaba zifunda umfula onye,izindaba,zifunda,umfula,1
izindaba zifunda ukhilimu oyiqhwa onye,izindaba,zifunda,ukhilimu oyiqhwa,1
izindaba zifunda ibhokisi elinye,izindaba,zifunda,ibhokisi,1
izindaba zifunda isitambu esinye,izindaba,zifunda,isitambu,1
izindaba zifunda umsebenzi onye,izindaba,zifunda,umsebenzi,1
izindaba zifunda umgodi onye,izindaba,zifunda,umgodi,1
izindaba zifunda ihlo elinye,izindaba,zifunda,ihlo,1
izindaba zifunda insimu enye,izindaba,zifunda,insimu,1
izindaba zifunda isifunda esinye,izindaba,zifunda,isifunda,1
izindaba zifunda udonga onye,izindaba,zifunda,udonga,1
izindaba zifunda itiye elinye,izindaba,zifunda,itiye,1
izindaba zifunda ibhodlela elinye,izindaba,zifunda,ibhodlela,1
izindaba zifunda ukhiye onye,izindaba,zifunda,ukhiye,1
izindaba zifunda inkantini enye,izindaba,zifunda,inkantini,1
izindaba zifunda isisu esinye,izindaba,zifunda,isisu,1
izindaba zifunda uphaya onye,izindaba,zifunda,uphaya,1
izindaba zifunda intaba enye,izindaba,zifunda,intaba,1
izindaba zifunda umengammeli onye,izindaba,zifunda,umengammeli,1
izindaba zifunda umhlaba onye,izindaba,zifunda,umhlaba,1
izindaba zifunda ibhanoyi elinye,izindaba,zifunda,ibhanoyi,1
izindaba zifunda incwadi enye,izindaba,zifunda,incwadi,1
izindaba zifunda isitshalo esinye,izindaba,zifunda,isitshalo,1
izindaba zifunda unesi onye,izindaba,zifunda,unesi,1
izindaba zifunda isithwebuli esinye,izindaba,zifunda,isithwebuli,1
izindaba zifunda isilwane esifuyiweyo esinye,izindaba,zifunda,isilwane esifuyiweyo,1
izindaba zifunda igumbi elinye,izindaba,zifunda,igumbi,1
izindaba zifunda iwindi elinye,izindaba,zifunda,iwindi,1
izindaba zifunda ulwandle olunye,izindaba,zifunda,ulwandle,1
izindaba zifunda ummeli onye,izindaba,zifunda,ummeli,1
izindaba zifunda umphakathi onye,izindaba,zifunda,umphakathi,1
izindaba zifunda ikomidi elinye,izindaba,zifunda,ikomidi,1
izindaba zifunda indlwana enye,izindaba,zifunda,indlwana,1
izindaba zifunda iphilisi elinye,izindaba,zifunda,iphilisi,1
izindaba zifunda uhlaza olunye,izindaba,zifunda,uhlaza,1
izindaba zifunda imoto enye,izindaba,zifunda,imoto,1
izifunda zifunda imali enye,izifunda,zifunda,imali,1
izifunda zifunda ijikijolo elinye,izifunda,zifunda,ijikijolo,1
izifunda zifunda inyoni enye,izifunda,zifunda,inyoni,1
izifunda zifunda ibhishi elinye,izifunda,zifunda,ibhishi,1
izifunda zifunda izwe elinye,izifunda,zifunda,izwe,1
izifunda zifunda isakhiwo esinye,izifunda,zifunda,isakhiwo,1
izifunda zifunda umnini onye,izifunda,zifunda,umnini,1
izifunda zifunda unyawo olunye,izifunda,zifunda,unyawo,1
izifunda zifunda izambane elinye,izifunda,zifunda,izambane,1
izifunda zifunda iNkosi enye,izifunda,zifunda,iNkosi,1
izifunda zifunda ibhola elinye,izifunda,zifunda,ibhola,1
izifunda zifunda umzila onye,izifunda,zifunda,umzila,1
izifunda zifunda isicathulo esinye,izifunda,zifunda,isicathulo,1
izifunda zifunda ihholitshi elinye,izifunda,zifunda,ihholitshi,1
izifunda zifunda isihlahla esinye,izifunda,zifunda,isihlahla,1
izifunda zifunda ihhotela elinye,izifunda,zifunda,ihhotela,1
izifunda zifunda ihebhivo elinye,izifunda,zifunda,ihebhivo,1
izifunda zifunda umuthi onye,izifunda,zifunda,umuthi,1
izifunda zifunda igilebhisi elinye,izifunda,zifunda,igilebhisi,1
izifunda zifunda isikukhukhula esinye,izifunda,zifunda,isikukhukhula,1
izifunda zifunda inyuvesi enye,izifunda,zifunda,inyuvesi,1
izifunda zifunda inja enye,izifunda,zifunda,inja,1
izifunda zifunda iphoyisa elinye,izifunda,zifunda,iphoyisa,1
izifunda zifunda umkhandlu onye,izifunda,zifunda,umkhandlu,1
izifunda zifunda iwayini elinye,izifunda,zifunda,iwayini,1
izifunda zifunda uphawu olunye,izifunda,zifunda,uphawu,1
izifunda zifunda indawo yokubhukuda enye,izifunda,zifunda,indawo yokubhukuda,1
izifunda zifunda ikhompyutha elinye,izifunda,zifunda,ikhompyutha,1
izifunda zifunda isikhulumi esinye,izifunda,zifunda,isikhulumi,1
izifunda zifunda inyama enye,izifunda,zifunda,inyama,1
izifunda zifunda udokotela onye,izifunda,zifunda,udokotela,1
izifunda zifunda indlovu enye,izifunda,zifunda,indlovu,1
izifunda zifunda inkampani enye,izifunda,zifunda,inkampani,1
izifunda zifunda inkukhu enye,izifunda,zifunda,inkukhu,1
izifunda zifunda umlamuleli onye,izifunda,zifunda,umlamuleli,1
izifunda zifunda isidlo esinye,izifunda,zifunda,isidlo,1
izifunda zifunda umfundi we-undergraduate onye,izifunda,zifunda,umfundi we-undergraduate,1
izifunda zifunda ipayipi elinye,izifunda,zifunda,ipayipi,1
izifunda zifunda umfundisi onye,izifunda,zifunda,umfundisi,1
izifunda zifunda ibhodwe elinye,izifunda,zifunda,ibhodwe,1
izifunda zifunda iphalamende elinye,izifunda,zifunda,iphalamende,1
izifunda zifunda iholidi elinye,izifunda,zifunda,iholidi,1
izifunda zifunda indaba enye,izifunda,zifunda,indaba,1
izifunda zifunda ufishi onye,izifunda,zifunda,ufishi,1
izifunda zifunda ithoyizi elinye,izifunda,zifunda,ithoyizi,1
izifunda zifunda umfula onye,izifunda,zifunda,umfula,1
izifunda zifunda ukhilimu oyiqhwa onye,izifunda,zifunda,ukhilimu oyiqhwa,1
izifunda zifunda ibhokisi elinye,izifunda,zifunda,ibhokisi,1
izifunda zifunda isitambu esinye,izifunda,zifunda,isitambu,1
izifunda zifunda umsebenzi onye,izifunda,zifunda,umsebenzi,1
izifunda zifunda umgodi onye,izifunda,zifunda,umgodi,1
izifunda zifunda ihlo elinye,izifunda,zifunda,ihlo,1
izifunda zifunda insimu enye,izifunda,zifunda,insimu,1
izifunda zifunda isifunda esinye,izifunda,zifunda,isifunda,1
izifunda zifunda udonga onye,izifunda,zifunda,udonga,1
izifunda zifunda itiye elinye,izifunda,zifunda,itiye,1
izifunda zifunda ibhodlela elinye,izifunda,zifunda,ibhodlela,1
izifunda zifunda ukhiye onye,izifunda,zifunda,ukhiye,1
izifunda zifunda inkantini enye,izifunda,zifunda,inkantini,1
izifunda zifunda isisu esinye,izifunda,zifunda,isisu,1
izifunda zifunda uphaya onye,izifunda,zifunda,uphaya,1
izifunda zifunda intaba enye,izifunda,zifunda,intaba,1
izifunda zifunda umengammeli onye,izifunda,zifunda,umengammeli,1
izifunda zifunda umhlaba onye,izifunda,zifunda,umhlaba,1
izifunda zifunda ibhanoyi elinye,izifunda,zifunda,ibhanoyi,1
izifunda zifunda incwadi enye,izifunda,zifunda,incwadi,1
izifunda zifunda isitshalo esinye,izifunda,zifunda,isitshalo,1
izifunda zifunda unesi onye,izifunda,zifunda,unesi,1
izifunda zifunda isithwebuli esinye,izifunda,zifunda,isithwebuli,1
izifunda zifunda isilwane esifuyiweyo esinye,izifunda,zifunda,isilwane esifuyiweyo,1
izifunda zifunda igumbi elinye,izifunda,zifunda,igumbi,1
izifunda zifunda iwindi elinye,izifunda,zifunda,iwindi,1
izifunda zifunda ulwandle olunye,izifunda,zifunda,ulwandle,1
izifunda zifunda ummeli onye,izifunda,zifunda,ummeli,1
izifunda zifunda umphakathi onye,izifunda,zifunda,umphakathi,1
izifunda zifunda ikomidi elinye,izifunda,zifunda,ikomidi,1
izifunda zifunda indlwana enye,izifunda,zifunda,indlwana,1
izifunda zifunda iphilisi elinye,izifunda,zifunda,iphilisi,1
izifunda zifunda uhlaza olunye,izifunda,zifunda,uhlaza,1
izifunda zifunda imoto enye,izifunda,zifunda,imoto,1
amagumbi afunda imali enye,amagumbi,afunda,imali,1
amagumbi afunda ijikijolo elinye,amagumbi,afunda,ijikijolo,1
amagumbi afunda inyoni enye,amagumbi,afunda,inyoni,1
amagumbi afunda ibhishi elinye,amagumbi,afunda,ibhishi,1
amagumbi afunda izwe elinye,amagumbi,afunda,izwe,1
amagumbi afunda isakhiwo esinye,amagumbi,afunda,isakhiwo,1
amagumbi afunda umnini onye,amagumbi,afunda,umnini,1
amagumbi afunda unyawo olunye,amagumbi,afunda,unyawo,1
amagumbi afunda izambane elinye,amagumbi,afunda,izambane,1
amagumbi afunda iNkosi enye,amagumbi,afunda,iNkosi,1
amagumbi afunda ibhola elinye,amagumbi,afunda,ibhola,1
amagumbi afunda umzila onye,amagumbi,afunda,umzila,1
amagumbi afunda isicathulo esinye,amagumbi,afunda,isicathulo,1
amagumbi afunda ihholitshi elinye,amagumbi,afunda,ihholitshi,1
amagumbi afunda isihlahla esinye,amagumbi,afunda,isihlahla,1
amagumbi afunda ihhotela elinye,amagumbi,afunda,ihhotela,1
amagumbi afunda ihebhivo elinye,amagumbi,afunda,ihebhivo,1
amagumbi afunda umuthi onye,amagumbi,afunda,umuthi,1
amagumbi afunda igilebhisi elinye,amagumbi,afunda,igilebhisi,1
amagumbi afunda isikukhukhula esinye,amagumbi,afunda,isikukhukhula,1
amagumbi afunda inyuvesi enye,amagumbi,afunda,inyuvesi,1
amagumbi afunda inja enye,amagumbi,afunda,inja,1
amagumbi afunda iphoyisa elinye,amagumbi,afunda,iphoyisa,1
amagumbi afunda umkhandlu onye,amagumbi,afunda,umkhandlu,1
amagumbi afunda iwayini elinye,amagumbi,afunda,iwayini,1
amagumbi afunda uphawu olunye,amagumbi,afunda,uphawu,1
amagumbi afunda indawo yokubhukuda enye,amagumbi,afunda,indawo yokubhukuda,1
amagumbi afunda ikhompyutha elinye,amagumbi,afunda,ikhompyutha,1
amagumbi afunda isikhulumi esinye,amagumbi,afunda,isikhulumi,1
amagumbi afunda inyama enye,amagumbi,afunda,inyama,1
amagumbi afunda udokotela onye,amagumbi,afunda,udokotela,1
amagumbi afunda indlovu enye,amagumbi,afunda,indlovu,1
amagumbi afunda inkampani enye,amagumbi,afunda,inkampani,1
amagumbi afunda inkukhu enye,amagumbi,afunda,inkukhu,1
amagumbi afunda umlamuleli onye,amagumbi,afunda,umlamuleli,1
amagumbi afunda isidlo esinye,amagumbi,afunda,isidlo,1
amagumbi afunda umfundi we-undergraduate onye,amagumbi,afunda,umfundi we-undergraduate,1
amagumbi afunda ipayipi elinye,amagumbi,afunda,ipayipi,1
amagumbi afunda umfundisi onye,amagumbi,afunda,umfundisi,1
amagumbi afunda ibhodwe elinye,amagumbi,afunda,ibhodwe,1
amagumbi afunda iphalamende elinye,amagumbi,afunda,iphalamende,1
amagumbi afunda iholidi elinye,amagumbi,afunda,iholidi,1
amagumbi afunda indaba enye,amagumbi,afunda,indaba,1
amagumbi afunda ufishi onye,amagumbi,afunda,ufishi,1
amagumbi afunda ithoyizi elinye,amagumbi,afunda,ithoyizi,1
amagumbi afunda umfula onye,amagumbi,afunda,umfula,1
amagumbi afunda ukhilimu oyiqhwa onye,amagumbi,afunda,ukhilimu oyiqhwa,1
amagumbi afunda ibhokisi elinye,amagumbi,afunda,ibhokisi,1
amagumbi afunda isitambu esinye,amagumbi,afunda,isitambu,1
amagumbi afunda umsebenzi onye,amagumbi,afunda,umsebenzi,1
amagumbi afunda umgodi onye,amagumbi,afunda,umgodi,1
amagumbi afunda ihlo elinye,amagumbi,afunda,ihlo,1
amagumbi afunda insimu enye,amagumbi,afunda,insimu,1
amagumbi afunda isifunda esinye,amagumbi,afunda,isifunda,1
amagumbi afunda udonga onye,amagumbi,afunda,udonga,1
amagumbi afunda itiye elinye,amagumbi,afunda,itiye,1
amagumbi afunda ibhodlela elinye,amagumbi,afunda,ibhodlela,1
amagumbi afunda ukhiye onye,amagumbi,afunda,ukhiye,1
amagumbi afunda inkantini enye,amagumbi,afunda,inkantini,1
amagumbi afunda isisu esinye,amagumbi,afunda,isisu,1
amagumbi afunda uphaya onye,amagumbi,afunda,uphaya,1
amagumbi afunda intaba enye,amagumbi,afunda,intaba,1
amagumbi afunda umengammeli onye,amagumbi,afunda,umengammeli,1
amagumbi afunda umhlaba onye,amagumbi,afunda,umhlaba,1
amagumbi afunda ibhanoyi elinye,amagumbi,afunda,ibhanoyi,1
amagumbi afunda incwadi enye,amagumbi,afunda,incwadi,1
amagumbi afunda isitshalo esinye,amagumbi,afunda,isitshalo,1
amagumbi afunda unesi onye,amagumbi,afunda,unesi,1
amagumbi afunda isithwebuli esinye,amagumbi,afunda,isithwebuli,1
amagumbi afunda isilwane esifuyiweyo esinye,amagumbi,afunda,isilwane esifuyiweyo,1
amagumbi afunda igumbi elinye,amagumbi,afunda,igumbi,1
amagumbi afunda iwindi elinye,amagumbi,afunda,iwindi,1
amagumbi afunda ulwandle olunye,amagumbi,afunda,ulwandle,1
amagumbi afunda ummeli onye,amagumbi,afunda,ummeli,1
amagumbi afunda umphakathi onye,amagumbi,afunda,umphakathi,1
amagumbi afunda ikomidi elinye,amagumbi,afunda,ikomidi,1
amagumbi afunda indlwana enye,amagumbi,afunda,indlwana,1
amagumbi afunda iphilisi elinye,amagumbi,afunda,iphilisi,1
amagumbi afunda uhlaza olunye,amagumbi,afunda,uhlaza,1
amagumbi afunda imoto enye,amagumbi,afunda,imoto,1
izinyawo zifunda imali enye,izinyawo,zifunda,imali,1
izinyawo zifunda ijikijolo elinye,izinyawo,zifunda,ijikijolo,1
izinyawo zifunda inyoni enye,izinyawo,zifunda,inyoni,1
izinyawo zifunda ibhishi elinye,izinyawo,zifunda,ibhishi,1
izinyawo zifunda izwe elinye,izinyawo,zifunda,izwe,1
izinyawo zifunda isakhiwo esinye,izinyawo,zifunda,isakhiwo,1
izinyawo zifunda umnini onye,izinyawo,zifunda,umnini,1
izinyawo zifunda unyawo olunye,izinyawo,zifunda,unyawo,1
izinyawo zifunda izambane elinye,izinyawo,zifunda,izambane,1
izinyawo zifunda iNkosi enye,izinyawo,zifunda,iNkosi,1
izinyawo zifunda ibhola elinye,izinyawo,zifunda,ibhola,1
izinyawo zifunda umzila onye,izinyawo,zifunda,umzila,1
izinyawo zifunda isicathulo esinye,izinyawo,zifunda,isicathulo,1
izinyawo zifunda ihholitshi elinye,izinyawo,zifunda,ihholitshi,1
izinyawo zifunda isihlahla esinye,izinyawo,zifunda,isihlahla,1
izinyawo zifunda ihhotela elinye,izinyawo,zifunda,ihhotela,1
izinyawo zifunda ihebhivo elinye,izinyawo,zifunda,ihebhivo,1
izinyawo zifunda umuthi onye,izinyawo,zifunda,umuthi,1
izinyawo zifunda igilebhisi elinye,izinyawo,zifunda,igilebhisi,1
izinyawo zifunda isikukhukhula esinye,izinyawo,zifunda,isikukhukhula,1
izinyawo zifunda inyuvesi enye,izinyawo,zifunda,inyuvesi,1
izinyawo zifunda inja enye,izinyawo,zifunda,inja,1
izinyawo zifunda iphoyisa elinye,izinyawo,zifunda,iphoyisa,1
izinyawo zifunda umkhandlu onye,izinyawo,zifunda,umkhandlu,1
izinyawo zifunda iwayini elinye,izinyawo,zifunda,iwayini,1
izinyawo zifunda uphawu olunye,izinyawo,zifunda,uphawu,1
izinyawo zifunda indawo yokubhukuda enye,izinyawo,zifunda,indawo yokubhukuda,1
izinyawo zifunda ikhompyutha elinye,izinyawo,zifunda,ikhompyutha,1
izinyawo zifunda isikhulumi esinye,izinyawo,zifunda,isikhulumi,1
izinyawo zifunda inyama enye,izinyawo,zifunda,inyama,1
izinyawo zifunda udokotela onye,izinyawo,zifunda,udokotela,1
izinyawo zifunda indlovu enye,izinyawo,zifunda,indlovu,1
izinyawo zifunda inkampani enye,izinyawo,zifunda,inkampani,1
izinyawo zifunda inkukhu enye,izinyawo,zifunda,inkukhu,1
izinyawo zifunda umlamuleli onye,izinyawo,zifunda,umlamuleli,1
izinyawo zifunda isidlo esinye,izinyawo,zifunda,isidlo,1
izinyawo zifunda umfundi we-undergraduate onye,izinyawo,zifunda,umfundi we-undergraduate,1
izinyawo zifunda ipayipi elinye,izinyawo,zifunda,ipayipi,1
izinyawo zifunda umfundisi onye,izinyawo,zifunda,umfundisi,1
izinyawo zifunda ibhodwe elinye,izinyawo,zifunda,ibhodwe,1
izinyawo zifunda iphalamende elinye,izinyawo,zifunda,iphalamende,1
izinyawo zifunda iholidi elinye,izinyawo,zifunda,iholidi,1
izinyawo zifunda indaba enye,izinyawo,zifunda,indaba,1
izinyawo zifunda ufishi onye,izinyawo,zifunda,ufishi,1
izinyawo zifunda ithoyizi elinye,izinyawo,zifunda,ithoyizi,1
izinyawo zifunda umfula onye,izinyawo,zifunda,umfula,1
izinyawo zifunda ukhilimu oyiqhwa onye,izinyawo,zifunda,ukhilimu oyiqhwa,1
izinyawo zifunda ibhokisi elinye,izinyawo,zifunda,ibhokisi,1
izinyawo zifunda isitambu esinye,izinyawo,zifunda,isitambu,1
izinyawo zifunda umsebenzi onye,izinyawo,zifunda,umsebenzi,1
izinyawo zifunda umgodi onye,izinyawo,zifunda,umgodi,1
izinyawo zifunda ihlo elinye,izinyawo,zifunda,ihlo,1
izinyawo zifunda insimu enye,izinyawo,zifunda,insimu,1
izinyawo zifunda isifunda esinye,izinyawo,zifunda,isifunda,1
izinyawo zifunda udonga onye,izinyawo,zifunda,udonga,1
izinyawo zifunda itiye elinye,izinyawo,zifunda,itiye,1
izinyawo zifunda ibhodlela elinye,izinyawo,zifunda,ibhodlela,1
izinyawo zifunda ukhiye onye,izinyawo,zifunda,ukhiye,1
izinyawo zifunda inkantini enye,izinyawo,zifunda,inkantini,1
izinyawo zifunda isisu esinye,izinyawo,zifunda,isisu,1
izinyawo zifunda uphaya onye,izinyawo,zifunda,uphaya,1
izinyawo zifunda intaba enye,izinyawo,zifunda,intaba,1
izinyawo zifunda umengammeli onye,izinyawo,zifunda,umengammeli,1
izinyawo zifunda umhlaba onye,izinyawo,zifunda,umhlaba,1
izinyawo zifunda ibhanoyi elinye,izinyawo,zifunda,ibhanoyi,1
izinyawo zifunda incwadi enye,izinyawo,zifunda,incwadi,1
izinyawo zifunda isitshalo esinye,izinyawo,zifunda,isitshalo,1
izinyawo zifunda unesi onye,izinyawo,zifunda,unesi,1
izinyawo zifunda isithwebuli esinye,izinyawo,zifunda,isithwebuli,1
izinyawo zifunda isilwane esifuyiweyo esinye,izinyawo,zifunda,isilwane esifuyiweyo,1
izinyawo zifunda igumbi elinye,izinyawo,zifunda,igumbi,1
izinyawo zifunda iwindi elinye,izinyawo,zifunda,iwindi,1
izinyawo zifunda ulwandle olunye,izinyawo,zifunda,ulwandle,1
izinyawo zifunda ummeli onye,izinyawo,zifunda,ummeli,1
izinyawo zifunda umphakathi onye,izinyawo,zifunda,umphakathi,1
izinyawo zifunda ikomidi elinye,izinyawo,zifunda,ikomidi,1
izinyawo zifunda indlwana enye,izinyawo,zifunda,indlwana,1
izinyawo zifunda iphilisi elinye,izinyawo,zifunda,iphilisi,1
izinyawo zifunda uhlaza olunye,izinyawo,zifunda,uhlaza,1
izinyawo zifunda imoto enye,izinyawo,zifunda,imoto,1
izimali zifunda imali enye,izimali,zifunda,imali,1
izimali zifunda ijikijolo elinye,izimali,zifunda,ijikijolo,1
izimali zifunda inyoni enye,izimali,zifunda,inyoni,1
izimali zifunda ibhishi elinye,izimali,zifunda,ibhishi,1
izimali zifunda izwe elinye,izimali,zifunda,izwe,1
izimali zifunda isakhiwo esinye,izimali,zifunda,isakhiwo,1
izimali zifunda umnini onye,izimali,zifunda,umnini,1
izimali zifunda unyawo olunye,izimali,zifunda,unyawo,1
izimali zifunda izambane elinye,izimali,zifunda,izambane,1
izimali zifunda iNkosi enye,izimali,zifunda,iNkosi,1
izimali zifunda ibhola elinye,izimali,zifunda,ibhola,1
izimali zifunda umzila onye,izimali,zifunda,umzila,1
izimali zifunda isicathulo esinye,izimali,zifunda,isicathulo,1
izimali zifunda ihholitshi elinye,izimali,zifunda,ihholitshi,1
izimali zifunda isihlahla esinye,izimali,zifunda,isihlahla,1
izimali zifunda ihhotela elinye,izimali,zifunda,ihhotela,1
izimali zifunda ihebhivo elinye,izimali,zifunda,ihebhivo,1
izimali zifunda umuthi onye,izimali,zifunda,umuthi,1
izimali zifunda igilebhisi elinye,izimali,zifunda,igilebhisi,1
izimali zifunda isikukhukhula esinye,izimali,zifunda,isikukhukhula,1
izimali zifunda inyuvesi enye,izimali,zifunda,inyuvesi,1
izimali zifunda inja enye,izimali,zifunda,inja,1
izimali zifunda iphoyisa elinye,izimali,zifunda,iphoyisa,1
izimali zifunda umkhandlu onye,izimali,zifunda,umkhandlu,1
izimali zifunda iwayini elinye,izimali,zifunda,iwayini,1
izimali zifunda uphawu olunye,izimali,zifunda,uphawu,1
izimali zifunda indawo yokubhukuda enye,izimali,zifunda,indawo yokubhukuda,1
izimali zifunda ikhompyutha elinye,izimali,zifunda,ikhompyutha,1
izimali zifunda isikhulumi esinye,izimali,zifunda,isikhulumi,1
izimali zifunda inyama enye,izimali,zifunda,inyama,1
izimali zifunda udokotela onye,izimali,zifunda,udokotela,1
izimali zifunda indlovu enye,izimali,zifunda,indlovu,1
izimali zifunda inkampani enye,izimali,zifunda,inkampani,1
izimali zifunda inkukhu enye,izimali,zifunda,inkukhu,1
izimali zifunda umlamuleli onye,izimali,zifunda,umlamuleli,1
izimali zifunda isidlo esinye,izimali,zifunda,isidlo,1
izimali zifunda umfundi we-undergraduate onye,izimali,zifunda,umfundi we-undergraduate,1
izimali zifunda ipayipi elinye,izimali,zifunda,ipayipi,1
izimali zifunda umfundisi onye,izimali,zifunda,umfundisi,1
izimali zifunda ibhodwe elinye,izimali,zifunda,ibhodwe,1
izimali zifunda iphalamende elinye,izimali,zifunda,iphalamende,1
izimali zifunda iholidi elinye,izimali,zifunda,iholidi,1
izimali zifunda indaba enye,izimali,zifunda,indaba,1
izimali zifunda ufishi onye,izimali,zifunda,ufishi,1
izimali zifunda ithoyizi elinye,izimali,zifunda,ithoyizi,1
izimali zifunda umfula onye,izimali,zifunda,umfula,1
izimali zifunda ukhilimu oyiqhwa onye,izimali,zifunda,ukhilimu oyiqhwa,1
izimali zifunda ibhokisi elinye,izimali,zifunda,ibhokisi,1
izimali zifunda isitambu esinye,izimali,zifunda,isitambu,1
izimali zifunda umsebenzi onye,izimali,zifunda,umsebenzi,1
izimali zifunda umgodi onye,izimali,zifunda,umgodi,1
izimali zifunda ihlo elinye,izimali,zifunda,ihlo,1
izimali zifunda insimu enye,izimali,zifunda,insimu,1
izimali zifunda isifunda esinye,izimali,zifunda,isifunda,1
izimali zifunda udonga onye,izimali,zifunda,udonga,1
izimali zifunda itiye elinye,izimali,zifunda,itiye,1
izimali zifunda ibhodlela elinye,izimali,zifunda,ibhodlela,1
izimali zifunda ukhiye onye,izimali,zifunda,ukhiye,1
izimali zifunda inkantini enye,izimali,zifunda,inkantini,1
izimali zifunda isisu esinye,izimali,zifunda,isisu,1
izimali zifunda uphaya onye,izimali,zifunda,uphaya,1
izimali zifunda intaba enye,izimali,zifunda,intaba,1
izimali zifunda umengammeli onye,izimali,zifunda,umengammeli,1
izimali zifunda umhlaba onye,izimali,zifunda,umhlaba,1
izimali zifunda ibhanoyi elinye,izimali,zifunda,ibhanoyi,1
izimali zifunda incwadi enye,izimali,zifunda,incwadi,1
izimali zifunda isitshalo esinye,izimali,zifunda,isitshalo,1
izimali zifunda unesi onye,izimali,zifunda,unesi,1
izimali zifunda isithwebuli esinye,izimali,zifunda,isithwebuli,1
izimali zifunda isilwane esifuyiweyo esinye,izimali,zifunda,isilwane esifuyiweyo,1
izimali zifunda igumbi elinye,izimali,zifunda,igumbi,1
izimali zifunda iwindi elinye,izimali,zifunda,iwindi,1
izimali zifunda ulwandle olunye,izimali,zifunda,ulwandle,1
izimali zifunda ummeli onye,izimali,zifunda,ummeli,1
izimali zifunda umphakathi onye,izimali,zifunda,umphakathi,1
izimali zifunda ikomidi elinye,izimali,zifunda,ikomidi,1
izimali zifunda indlwana enye,izimali,zifunda,indlwana,1
izimali zifunda iphilisi elinye,izimali,zifunda,iphilisi,1
